,word,freq,pos
1017,указание,15921,NOUN
1018,просто,15885,PRCL
1019,центральный,15879,ADJF
1020,повествование,15860,NOUN
1021,республика,15807,NOUN
1022,направлять,15803,INFN
1023,следовательно,15802,CONJ
1024,сохранять,15765,INFN
1025,щерба,15748,NOUN
1026,испр??,15742,
1027,филолог,15711,NOUN
1028,учение,15705,NOUN
1029,запись,15651,NOUN
1030,наклонение,15637,NOUN
1031,дагестанский,15621,ADJF
1032,отсутствовать,15620,INFN
1033,горький,15614,NOUN
1034,сильный,15611,ADJF
1035,внутри,15601,PREP
1036,положительный,15588,ADJF
1037,интонация,15584,NOUN
1038,потебня,15578,NOUN
1039,путем,15528,PREP
1040,падежный,15506,ADJF
1041,экстралингвистический,15494,ADJF
1042,замечать,15471,INFN
1043,земский,15471,ADJF
1044,компьютерный,15470,ADJF
1045,совпадать,15469,INFN
1046,новиков,15456,NOUN
1047,политика,15428,NOUN
1048,обращать,15425,INFN
1049,фонема,15415,NOUN
1050,складываться,15395,INFN
1051,частотный,15366,ADJF
1052,программа,15348,NOUN
1053,война,15345,NOUN
1054,летие,15324,NOUN
1055,начальный,15309,ADJF
1056,греческий,15274,ADJF
1057,ярцева,15273,NOUN
1058,черный,15258,ADJF
1059,благодаря,15247,PREP
1060,распространять,15237,INFN
1061,тендерный,15221,ADJF
1062,комментарий,15215,NOUN
1063,животное,15185,NOUN
1064,вводить,15174,INFN
1065,винокур,15165,NOUN
1066,методический,15123,ADJF
1067,лотман,15120,NOUN
1068,страница,15093,NOUN
1069,сопоставлять,15070,INFN
1070,азербайджанский,15065,ADJF
1071,аварский,15059,ADJF
1072,подлежащее,15022,NOUN
1073,абстрактный,14965,ADJF
1074,опираться,14882,INFN
1075,дополнение,14845,NOUN
1076,носить,14838,INFN
1077,преобразование,14824,NOUN
1078,взаимосвязь,14819,NOUN
1079,сокращение,14818,NOUN
1080,интересный,14807,ADJF
1081,практически,14796,ADVB
1082,гнездо,14788,NOUN
1083,кафедра,14776,NOUN
1084,малый,14733,NOUN
1085,сегодня,14733,ADVB
1086,обзор,14727,NOUN
1087,детский,14724,ADJF
1088,ия,14715,NOUN
1089,отмечаться,14714,INFN
1090,миф,14714,NOUN
1091,освещение,14710,NOUN
1092,помогать,14677,INFN
1093,категориальный,14643,ADJF
1094,эмоционально,14639,ADVB
1095,ошибка,14635,NOUN
1096,итог,14619,NOUN
1097,англо,14586,VERB
1098,пол,14573,NOUN
1099,словоформа,14553,NOUN
1100,одновременно,14541,ADVB
1101,экспрессивность,14524,NOUN
1102,проводиться,14506,INFN
1103,русь,14503,NOUN
1104,сибирь,14503,NOUN
1105,перемена,14465,NOUN
1106,исследовательский,14448,ADJF
1107,многочисленный,14446,ADJF
1108,проект,14436,NOUN
1109,петров,14423,NOUN
1110,чувашский,14415,ADJF
1111,подробно,14397,ADVB
1112,хотеть,14386,INFN
1113,оглавление,14359,NOUN
1114,семиотический,14349,ADJF
1115,санкт,14336,NOUN
1116,динамический,14321,ADJF
1117,Вежбицкая??,14309,
1118,работать,14287,INFN
1119,северный,14271,ADJF
1120,вести,14231,INFN
1121,множественный,14227,ADJF
1122,деривация,14220,NOUN
1123,костомаров,14218,NOUN
1124,участие,14202,NOUN
1125,государство,14183,NOUN
1126,общность,14146,NOUN
1127,физический,14134,ADJF
1128,флинт,14122,NOUN
1129,вместо,14091,PREP
1130,реализовать,14090,INFN
1131,выборка,14040,NOUN
1132,семантико??,14031,
1133,пара,13999,NOUN
1134,условный,13986,ADJF
1135,осмысление,13979,NOUN
1136,социолингвистический,13973,ADJF
1137,формула,13966,NOUN
1138,индоевропейский,13935,ADJF
1139,всякий,13933,ADJF
1140,николаев,13931,NOUN
1141,фольклорный,13909,ADJF
1142,тверь,13908,NOUN
1143,мужчина,13902,NOUN
1144,описательный,13896,ADJF
1145,регион,13887,NOUN
1146,управление,13855,NOUN
1147,население,13850,NOUN
1148,ожегов,13843,NOUN
1149,иностр??,13838,
1150,компонентный,13837,ADJF
1151,будущее,13821,NOUN
1152,обеспечивать,13813,INFN
1153,осуществлять,13805,INFN
1154,довольно,13786,ADVB
1155,вопросительный,13719,ADJF
1156,оттенок,13713,NOUN
1157,вещь,13704,NOUN
1158,межвузовский,13703,ADJF
1159,отец,13672,NOUN
1160,ДИССЕРТАЦИИкандидат??,13652,
1161,коннотация,13637,NOUN
1162,исходить,13635,INFN
1163,творческий,13626,ADJF
1164,дифференциация,13584,NOUN
1165,ИССЛЕДОВАНИЯкандидат??,13535,
1166,мужской,13529,ADJF
1167,казахский,13501,ADJF
1168,считаться,13492,INFN
1169,новгород,13490,NOUN
1170,факультет,13465,NOUN
1171,восток,13455,NOUN
1172,маркер,13452,NOUN
1173,голова,13444,NOUN
1174,решать,13441,INFN
1175,реконструкция,13439,NOUN
1176,относительный,13423,ADJF
1177,обработка,13417,NOUN
1178,разряд,13414,NOUN
1179,ахманова,13405,NOUN
1180,ассоциация,13397,NOUN
1181,достоевский,13383,NOUN
1182,своеобразие,13342,NOUN
1183,подвергаться,13338,INFN
1184,расширение,13334,NOUN
1185,инфинитив,13314,NOUN
1186,Демьянков??,13307,
1187,направленность,13287,NOUN
1188,блок,13269,NOUN
1189,ломоносов,13265,NOUN
1190,конечный,13256,ADJF
1191,прошлое,13250,NOUN
1192,дух,13248,NOUN
1193,шведов,13234,NOUN
1194,рубеж,13232,NOUN
1195,скоро,13229,ADVB
1196,произношение,13206,NOUN
1197,присущий,13173,ADJF
1198,возраст,13169,NOUN
1199,технология,13159,NOUN
1200,варьирование,13158,NOUN
1201,крысин,13145,ADJS
1202,мотив,13123,NOUN
1203,привлекать,13122,INFN
1204,производить,13112,INFN
1205,непосредственно,13110,ADVB
1206,имплицитный,13092,ADJF
1207,окказиональный,13083,ADJF
1208,лгать,13065,INFN
1209,затем,13052,ADVB
1210,краснодар,13036,NOUN
1211,эффект,13022,NOUN
1212,отвечать,13013,INFN
1213,узбекский,12993,ADJF
1214,выбирать,12979,INFN
1215,вносить,12968,INFN
1216,составной,12967,ADJF
1217,аналогичный,12873,ADJF
1218,редко,12864,ADVB
1219,бытовой,12863,ADJF
1220,активно,12861,ADVB
1221,полностью,12860,ADVB
1222,зап??,12855,
1223,чехов,12850,NOUN
1224,контекстуальный,12845,ADJF
1225,апробация,12823,NOUN
1226,преимущественно,12769,ADVB
1227,просодический,12764,ADJF
1228,код,12759,NOUN
1229,проф??,12759,
1230,исток,12754,NOUN
1231,частотность,12745,NOUN
1232,заметка,12735,NOUN
1233,подтверждать,12727,INFN
1234,дисциплина,12719,NOUN
1235,разграничение,12719,NOUN
1236,учитель,12694,NOUN
1237,ДИССЕРТАЦИИпо??,12648,
1238,юридический,12643,ADJF
1239,непосредственный,12631,ADJF
1240,растение,12617,NOUN
1241,типичный,12599,ADJF
1242,семинар,12592,NOUN
1243,баранов,12580,NOUN
1244,читать,12579,INFN
1245,статистический,12579,ADJF
1246,влиять,12568,INFN
1247,диалектология,12561,NOUN
1248,тактика,12543,NOUN
1249,отражаться,12531,INFN
1250,серебренников,12520,NOUN
1251,гальперин,12516,NOUN
1252,сост??,12515,
1253,спецкурс,12510,NOUN
1254,барнаул,12462,NOUN
1255,орфография,12452,NOUN
1256,ведущий,12437,ADJF
1257,глубокий,12435,ADJF
1258,выраженный,12430,ADJF
1259,проблематика,12428,NOUN
1260,одежда,12427,NOUN
1261,шанский,12425,ADJF
1262,казан,12405,NOUN
1263,сын,12370,NOUN
1264,невербальный,12362,ADJF
1265,словесность,12358,NOUN
1266,ти,12351,NOUN
1267,ван,12349,PRCL
1268,приводиться,12342,INFN
1269,первичный,12342,ADJF
1270,топонимия,12341,NOUN
1271,неологизм,12329,NOUN
1272,сердце,12316,NOUN
1273,сложноподчиненный,12298,ADJF
1274,вклад,12264,NOUN
1275,очевидно,12247,ADJS
1276,антропоним,12244,NOUN
1277,южный,12233,ADJF
1278,оказывать,12224,INFN
1279,развиваться,12192,INFN
1280,формировать,12187,INFN
1281,последующий,12145,ADJF
1282,точно,12135,ADVB
1283,риторический,12119,ADJF
1284,образец,12107,NOUN
1285,дерево,12105,NOUN
1286,лезгинский,12095,ADJF
1287,бытие,12093,NOUN
1288,стремление,12085,NOUN
1289,утверждать,12063,INFN
1290,объяснение,12050,NOUN
1291,кузнецов,12049,NOUN
1292,иркутск,12042,NOUN
1293,ранее,12042,ADVB
1294,композиционный,12030,ADJF
1295,сорокин,12029,NOUN
1296,ВЯ??,12021,
1297,служебный,12006,ADJF
1298,восходить,12004,INFN
1299,Межвуз??,12003,
1300,классический,11993,ADJF
1301,столетие,11985,NOUN
1302,помимо,11975,PREP
1303,построить,11946,INFN
1304,доктор,11928,NOUN
1305,европейский,11923,ADJF
1306,жаргон,11922,NOUN
1307,пять,11905,NUMR
1308,реплика,11883,NOUN
1309,парадигматический,11869,ADJF
1310,небольшой,11860,ADJF
1311,мать,11849,NOUN
1312,край,11820,NOUN
1313,Учпедгиз??,11805,
1314,сема,11785,NOUN
1315,течение,11766,NOUN
1316,следствие,11731,NOUN
1317,казаться,11723,INFN
1318,местный,11722,ADJF
1319,продолжать,11720,INFN
1320,участвовать,11713,INFN
1321,образовываться,11709,INFN
1322,расти,11708,INFN
1323,пониматься,11698,INFN
1324,пер,11691,NOUN
1325,ва??,11673,
1326,Колшанский??,11640,
1327,эстетика,11630,NOUN
1328,урал,11623,NOUN
1329,ценностный,11618,ADJF
1330,арнольд,11618,NOUN
1331,даваться,11587,INFN
1332,ташкент,11559,NOUN
1333,выпуск,11549,NOUN
1334,лексикон,11548,NOUN
1335,значительно,11546,ADVB
1336,эквивалент,11532,NOUN
1337,ленин,11531,NOUN
1338,специалист,11512,NOUN
1339,заголовок,11501,NOUN
1340,гл??,11485,
1341,ориентировать,11476,INFN
1342,раскрывать,11466,INFN
1343,утверждение,11462,NOUN
1344,обобщение,11449,NOUN
1345,эмотивный,11447,ADJF
1346,почему,11446,ADVB
1347,оригинал,11441,NOUN
1348,заниматься,11425,INFN
1349,богатый,11400,ADJF
1350,Гнозис??,11398,
1351,пресса,11397,NOUN
1352,интенсивность,11390,NOUN
1353,содержаться,11384,INFN
1354,остальной,11375,ADJF
1355,применять,11367,INFN
1356,яркий,11330,ADJF
1357,своеобразный,11301,ADJF
1358,формироваться,11289,INFN
1359,ограничение,11283,NOUN
1360,зависимый,11277,ADJF
1361,брат,11273,NOUN
1362,гумбольдт,11268,NOUN
1363,переводческий,11261,ADJF
1364,наследие,11242,NOUN
1365,якобсон,11227,NOUN
1366,Гл??,11225,
1367,порождение,11221,NOUN
1368,ед??,11217,
1369,фигура,11196,NOUN
1370,гора,11173,NOUN
1371,коми,11159,NOUN
1372,реализоваться,11154,INFN
1373,омонимия,11141,NOUN
